"code","dispositif","libelle","modalite","public_cible","contenu","objectifs","periode","theme_code","theme_origine","duree"
"13119","21D0600039","Groupe départemental Sciences","L","B0","Prise en compte des priorités nationales, 
académiques et départementales pour les objectifs 
visés."," - Conduire et mener une réflexion autour d'axes 
prioritaires dans le département- Inventorier et/ou 
produire des ressources et outils (pédagogiques et 
méthodologiques)- Faire le choix dans l'offre 
nationale M@gistère; proposer et déployer des 
actions de formation; accompagner l'ensemble des 
formateurs dans l'appropriation des ressources 
institutionnelles- Présenter et aider les 
formateurs à l'appropriation de parcours de 
formations hybrides déclinés sur le département.","Sep","107","060","30"
"13120","21D0600039","Groupe départemental Education artistique","L","B0","Prise en compte des priorités nationales, 
académiques et départementales pour les objectifs 
visés."," - Conduire et mener une réflexion autour d'axes 
prioritaires dans le département- Inventorier et/ou 
produire des ressources et outils (pédagogiques et 
méthodologiques)- Faire le choix dans l'offre 
nationale M@gistère; proposer et déployer des 
actions de formation; accompagner l'ensemble des 
formateurs dans l'appropriation des ressources 
institutionnelles- Présenter et aider les 
formateurs à l'appropriation de parcours de 
formations hybrides déclinés sur le département.","Sep","109","060","30"
"13121","21D0600039","Groupe départemental EPS","L","B0","Prise en compte des priorités nationales, 
académiques et départementales pour les objectifs 
visés."," - Conduire et mener une réflexion autour d'axes 
prioritaires dans le département- Inventorier et/ou 
produire des ressources et outils (pédagogiques et 
méthodologiques)- Faire le choix dans l'offre 
nationale M@gistère; proposer et déployer des 
actions de formation; accompagner l'ensemble des 
formateurs dans l'appropriation des ressources 
institutionnelles- Présenter et aider les 
formateurs à l'appropriation de parcours de 
formations hybrides déclinés sur le département.","Sep","113","060","30"
"13122","21D0600039","Groupe départemental LVE","L","B0","Prise en compte des priorités nationales, 
académiques et départementales pour les objectifs 
visés."," - Conduire et mener une réflexion autour d'axes 
prioritaires dans le département- Inventorier et/ou 
produire des ressources et outils (pédagogiques et 
méthodologiques)- Faire le choix dans l'offre 
nationale M@gistère; proposer et déployer des 
actions de formation; accompagner l'ensemble des 
formateurs dans l'appropriation des ressources 
institutionnelles- Présenter et aider les 
formateurs à l'appropriation de parcours de 
formations hybrides déclinés sur le département.","Sep","115","060","30"
"13123","21D0600039","Groupe départemental Innovation","L","B0","Prise en compte des priorités nationales, 
académiques et départementales pour les objectifs 
visés."," - Conduire et mener une réflexion autour d'axes 
prioritaires dans le département- Inventorier et/ou 
produire des ressources et outils (pédagogiques et 
méthodologiques)- Faire le choix dans l'offre 
nationale M@gistère; proposer et déployer des 
actions de formation; accompagner l'ensemble des 
formateurs dans l'appropriation des ressources 
institutionnelles- Présenter et aider les 
formateurs à l'appropriation de parcours de 
formations hybrides déclinés sur le département.","Sep","FTRA","060","30"
"13124","21D0600039","Plénière EPS","L","B0","Prise en compte des priorités nationales, 
académiques et départementales pour les objectifs 
visés.","Formations, informations à destination des CPC EPS, 
appropriation des nouveaux textes institutionnels et 
création d'outils; développement et entretien des 
partenariats avec les fédérations sportives à 
l'horizon des JO Paris 2024.","Sep","113","060","24"
"13125","21D0600039","Groupe départemental Premiers secours","L","B0","Prise en compte des priorités nationales, 
académiques et départementales pour les objectifs 
visés.","Réalisation d'outils à destination des PE pour la 
mise en oeuvre du programme ""Apprendre à porter 
secours et préparation et organisation des stages 
PSC1.","Nov","FTRA","060","12"
"13126","21D0600040","Relation d'aide et d'accompagnement de l'AESH","L","D1","Apports des spécificités de la relation d'aide (ce qu'elle est, ce qu'elle n'est pas).Mise en pratique et analyse des techniques d'accompagnementConnaître les enjeux des relations avec les partenaires (enseignants, parents d'élève, etc) et les rôles de chacun d'eux","Connaître les enjeux de la relation d'aide aux élèves à besoins éducatifs particuliersAcquérir des techniques d'accompagnement de l'élèveSavoir travail en équipe, en relation avec les enseignants de l'école Coopérer avec les parents d'élève","Sep","FSPA","060","9"
"13127","21D0600041","Formation des tuteurs VAEP CAPPEI","L","B7","Apports de connaissances, analyse  réflexive et  mises en situation","Former les tuteurs à leurs nouvelles missions auprès des enseignants retenus pour la VAEP CAPPEI","Nov","119","060","12"
"13128","21D0600042","Formation CAPPEI N-1","S","A0","Compréhension des circulaires liées à l'école inclusive et à la certification CAPPEI1ers apports pédagogiques et didactiques à la prise en charge des élèves BEP","Connaître les objectifs de formation CAPPEI, mesurer les enjeux de la certification, établir un 1er contact avec le tuteur de terrain, rencontrer l'équipe de formateur de l'INSP.","Jun","119","060","27"
"13129","21D0600043","Formation CAFIPEMF candidats 2020/2021","S","A1","Amener les candidats à travailler sur la méthodologie du mémoire, ainsi que sur la définition de la problématique du mémoire et sa soutenance.Un travail sur l'observation en classe et les techniques d'entretien sera également conduit ainsi qu'un travail sur les différentes modalités de l'animation.","Préparer les candidats, admissibles en 2021, aux épreuves du mémoire et soit de l'analyse de pratique, soit de l'animation pédagogique.","Nov","122","060","72"
"13130","21D0600043","Formation CAFIPEMF  année n-1 candidats 2023","S","A1","Préparation aux épreuves d'admission : amener les candidats à identifier les différentes missions que peut avoir un formateur (CPC, CPD, PEMF, DEA, Chargé de mission).","Accompagner les candidats aux épreuves du CAFIPEMF.","Nov","122","060","24"
"13131","21D0600044","Formation de l'ensemble des formateurs ","L","B1","Actions de formation et/ou d'information concernant la mise en oeuvre des directives et des priorités institutionnelles.","Accompagner les formateurs pour la mise en oeuvre des directives et des des priorités institutionnelles.","Sep","122","060","84"
"13132","21D0600044","Formation de formateurs IEN","L","B1","Temps de formation et/ou d'information liés aux orientations nationales.","Accompagner les IEN dans la mise en oeuvre des directives institutionnelles.","Sep","122","060","12"
"13133","21D0600044","Formation de formateurs CPD/CPC","L","B1","Présentation des parcours de formations liés à la mise en oeuvre des directives institutionnelles.","Temps de formation et d'information liés tant au métier de formateur (évolution des pratiques dans la formation d'adulte) qu'à la mise en oeuvre des directives institutionnelles.","Sep","122","060","12"
"13134","21D0600044","Formation de formateurs DEA","L","B1","Présentation des priorités institutionnelles, des outils et stratégies de mise en oeuvre.","Accompagner les DEA dans la mise en oeuvre des directives et priorités institutionnelles.","Sep","122","060","12"
"13135","21D0600044","Formation de formateurs ERUN","L","B1","Temps de formation et d'information pour l'actualisation des connaissances au regard des orientations institutionnelles.","Accompagner les enseignants référents aux usages du numérique dans la mise en oeuvre des priorités institutionnelles liées à la question du numérique éducatif.","Oct","122","060","12"
"13136","21D0600044","Formation de formateurs maternelle","L","B1","Présentation des priorités institutionnelles, des outils et stratégies de mise en oeuvre.","Accompagner les formateurs et les tuteurs au déploiement des formations de proximité maternelle.","Sep","122","060","18"
"13137","21D0600044","Formation de formateurs PEMF","L","B1","Temps de formation et d'information liés à la mise en oeuvre des directives et priorités institutionnelles.","Accompagner les PEMF dans la mise en oeuvre des directives et priorités institutionnelles.","Sep","122","060","12"
"13138","21D0600044","Formation de formateurs maternelle","L","B1","Présentation des priorités institutionnelles, des outils et stratégies de mise en oeuvre.","Accompagner les formateurs et les tuteurs au déploiement des formations de proximité maternelle.","Sep","122","060","6"
"13139","21D0600045","Accompagnement des équipes REP  cycle 1","L","A6","A définir.","Accompagner les enseignants de REP  cycle 1.","Sep","EDP","060","18"
"13140","21D0600045","Accompagnement des équipes REP  cycle 2","L","A6","A définir.","Accompagner les enseignants de REP  cycle 2.","Sep","EDP","060","18"
"13141","21D0600046","Certification complémentaire DNL 1er degré","S","A1"," - Présentation de la certification DNL (textes, modalités et spécificités)- Réflexion pédagogique et didactique- Apport d'outils- Ouverture à l'internationale."," -Mieux connaitre les exigences de la certification DNL au 1er degré,-Concevoir l'enseignement d'une discipline en LV,-Approfondir sa réflexion pédagogique sur l'articulation cours de langue / cours en langue / cours en langue française,-Réfléchir au projet, en lien avec le projet de l'école, celui du département et le projet académique.","Nov","115","060","3"
"13142","21D0600047","Accompagnement pédagogique des contractuels","S","A1","Travail sur les outils de l'enseignant et de l'élève.","Amener les enseignants contractuels à développer des outils et à utiliser les textes dans l'exercice de leur fonction.","Sep","FTRA","060","6"
"13143","21D0600047","Préparation des contractuels aux épreuves du CRPE ","L","A1","Réactiver ses connaissances en maths et en français (dans les différents domaines) et se préparer aux épreuves.","Amener les personnels contractuels se présentant aux épreuves du CRPE à mettre à jour leurs connaissances en maths et en français.","Jan","FTRA","060","30"
"13144","21D0600048","Accompagnement des PE en école d'immersion","L","A1","Réflexion pédagogique et didactique : partage d'expériences, repérage et échanges de bonnes pratiques, formation aux pratiques de l'immersion, apports de la recherche. Apport d'outils, de ressources et de documents authentiques,-Ouverture à l'international (projets e-twinning, Erasmus , etc.), en lien avec la DAREIC-Mise en oeuvre de projets inter degré."," - Concevoir l'enseignement d'une discipline en anglais au 1er degré- Approfondir sa réflexion pédagogique sur l'articulation cours de langue/cours en langue/cours en langue française- Concevoir le projet d'immersion à l'école en lien avec le projet d'école, celui du département et le projet académique.","Oct","115","060","18"
"13145","21D0600049","Visites de formation T1 par les tuteurs terrain","L","A1","Observation du T1 en classe et entretien de formation consécutif au temps d'observation.","Conseiller et former un T1 à l'aune de l'observation de sa pratique de classe.","Nov","FSPA","060","3"
"13146","21D0600049","Visites de formation PES par les tuteurs terrain","L","A1","Observation du PES en classe et entretien de formation consécutif au temps d'observation.","Conseiller et former un PES à l'aune de l'observation de sa pratique de classe.","Nov","FSPA","060","9"
"13147","21D0600050","Formation des tuteurs terrain / PES","L","B1","Définir la notion de tutorat au regard des critères d'observation liés aux compétences professionnelles.","Construire la relation tripartite tuteur DSDEN, tuteur INSPE et PES; connaître précisément le dispositif de formation; évaluer des compétences professionnelles et en rendre compte dans un ""rapport-tuteur"".","Nov","FSPA","060","6"
"13148","21D0600051","Comité de pilotage de la formation des PES","L","B1","Concertation autour des modalités à retenir pour le stage en classe effectué en alternance avec la formation dispensée à l'INSPE et les conditions de mise en oeuvre de ces 2 temps distincts mais indissociables.","Optimiser l'organisation de l'année de formation initiale des enseignants et assurer l'équité auprès de tous les stagiaires en terme de condition de stage et de formation.","Nov","FSPA","060","9"
"13149","21D0600052","Bilan de positionnement des PES","L","A1","Entretien individuel du PES avec ses tuteurs (tuteur terrain DSDEN et tuteur INSPE).","Echanger avec le PES accompagné par le tuteur terrain de façon formative et sommative.","Nov","FSPA","060","3"
"13150","21D0600052","Bilan terminal des PES","L","A1","Entretien individuel du PES avec ses tuteurs (tuteur terrain DSDEN et tuteur INSPE).","Echanger avec le PES accompagné par le tuteur terrain de façon formative et sommative.","Avr","FSPA","060","3"
"13151","21D0600053","Commissions d'entretien (DPA)","L","A1","Tenue d'une commission d'entretien qui définit des remédiations envisageables aux difficultés rencontrées par le PES et en assure la mise en oeuvre.","Renforcer l'accompagnement d'un PES pour lequel la mise en place d'une procédure d'accompagnement et de soutien ou d'alerte est demandée.","Nov","FSPA","060","3"
"13152","21D0600054","Enseignants nouvellement nommés dans l'ASH","L","D1","Présentation des instructions officielles, des nouveaux outils, des lois, des outils TICE; connaître les procédures d'orientation des élèves, les partenaires et les structures; définir l'école inclusive et la déficience intellectuelle; travailler sur les adaptations à mettre en place en s'appuyant sur des études de cas; connaître la structure d'exercice, son rôle, son fonctionnement et le type de public accueilli; proposer des pistes de travail, des outils et des démarches pour le public d'élèves concerné.","Aide à la prise de fonction auprès des élèves à besoins éducatifs particuliers.","Sep","119","060","12"
"13153","21D0600055","PSC1 et apprendre à porter secours bassin Ouest","S","A1","Réagir face à des situations d'urgence et de premiers secours : malaise, traumatisme, perte de connaissance, arrêt cardiaque... . Tout au long de la session, alternance entre échanges théoriques, apprentissages pratiques et mises en situation. Etre capable de mettre en oeuvre le programme ""Apprendre à porter secours"" de la maternelle au cycle 3.","Apprendre les gestes qui sauvent; obtenir l'attestation PSC1; mettre en oeuvre au sein de l'école primaire le programme ""Apprendre à porter secours"". ","Oct","SST","060","6"
"13154","21D0600055","PSC1 et apprendre à porter secours bassin Centre","S","A1","Réagir face à des situations d'urgence et de premiers secours : malaise, traumatisme, perte de connaissance, arrêt cardiaque... . Tout au long de la session, alternance entre échanges théoriques, apprentissages pratiques et mises en situation. Etre capable de mettre en oeuvre le programme ""Apprendre à porter secours"" de la maternelle au cycle 3.","Apprendre les gestes qui sauvent; obtenir l'attestation PSC1; mettre en oeuvre au sein de l'école primaire le programme ""Apprendre à porter secours"". ","Oct","SST","060","6"
"13155","21D0600055","PSC1 et apprendre à porter secours bassin Est","S","A1","Réagir face à des situations d'urgence et de premiers secours : malaise, traumatisme, perte de connaissance, arrêt cardiaque... . Tout au long de la session, alternance entre échanges théoriques, apprentissages pratiques et mises en situation. Etre capable de mettre en oeuvre le programme ""Apprendre à porter secours"" de la maternelle au cycle 3.","Apprendre les gestes qui sauvent; obtenir l'attestation PSC1; mettre en oeuvre au sein de l'école primaire le programme ""Apprendre à porter secours"". ","Oct","SST","060","6"
"13156","21D0600056","Ecole et cinéma cycle 2","L","A1","Autour des 3 films Ecole et Cinéma 21/22 pour le cycle 2 : - Comment préparer les élèves à appréhender un film ? (travail sur l'affiche, à partir de photographies, du synopsis pour ouvrir des horizons d'attente chez les élèves et les mettre en appétit)- Comment exploiter une sortie culturelle en appui avec la Plateforme Nanouk ? Comment procéder à une analyse filmique avec les élèves ? 1. Analyse de l'histoire (adaptation d'un texte ? déroulement chronologique ? plusieurs parties ? lieux ? fin de l'histoire ?) 2. De quoi parle le film ? Quel est son "" message "" ? 3. Dégager les personnages : héros, personnage principal ? Secondaire(s) ? Traits de caractères ?  4. Les références (à quoi cela me fait penser ? à quelles oeuvres ?... ) 5. Analyse de l'oeuvre cinématographique : l'image, le découpage du film- Comment structurer les apprentissages des élèves?Candidatures recensées lors de l'inscription du dispo ""Ecole et cinéma"".","Favoriser l'appropriation des oeuvres cinématographiques par les élèves.","Oct","109","060","3"
"13157","21D0600056","Ecole et cinéma cycle 3","L","A1","Autour des 3 films Ecole et Cinéma 21/22 pour le cycle 3 : - Comment préparer les élèves à appréhender un film ? (travail sur l'affiche, à partir de photographies, du synopsis pour ouvrir des horizons d'attente chez les élèves et les mettre en appétit)- Comment exploiter une sortie culturelle en appui avec la Plateforme Nanouk ? Comment procéder à une analyse filmique avec les élèves ? 1. Analyse de l'histoire (adaptation d'un texte ? déroulement chronologique ? plusieurs parties ? lieux ? fin de l'histoire ?) 2. De quoi parle le film ? Quel est son "" message "" ? 3. Dégager les personnages : héros, personnage principal ? Secondaire(s) ? Traits de caractères ?  4. Les références (à quoi cela me fait penser ? à quelles oeuvres ?... ) 5. Analyse de l'oeuvre cinématographique : l'image, le découpage du film- Comment structurer les apprentissages des élèves?Candidatures recensées lors de l'inscription du dispo ""Ecole et cinéma"".","Favoriser l'appropriation des oeuvres cinématographiques par les élèves.","Oct","109","060","3"
"13158","21D0600057","Les valeurs de la République à l'école élémentaire","L","A1"," - Acquérir des connaissances scientifiques sur ce que sont les valeurs et principes de la République- Analyser et gérer les atteintes aux valeurs de la République- Concevoir, animer et mettre en oeuvre le parcours citoyen.","Enseigner et faire vivre les valeurs de la République à l'école élémentaire.","Nov","CLIM","060","6"
"13159","21D0600058","Osons l'innovation","L","A1"," - Définir le concept de l'innovation : Quoi ? Pourquoi ? Comment ? Pour qui ? Avec qui ?-Présenter et partager des expériences dans le cadre de dispositifs innovants-S'inscrire dans un dispositif innovant (élaborer, mettre en oeuvre, évaluer) en analysant les pratiques professionnelles.",""" Osons l'innovation "" : S'inscrire dans un dispositif innovant afin de faire évoluer sa pratique professionnelle pour permettre aux élèves de mieux apprendre.","Nov","FTRA","060","12"
"13160","21D0600016","Formation de formateurs - IFE- ","L","Y5","Stages de formation organisés par l'IFE, ","Accompagner les formateurs en Éducation Prioritaire par leur participation à des formations nationales ( IFE, )","Sep","EDP","060","12"
"50179","21A0200001","Présentation du concours personnels de direction","L","Y5","présentation du concours et de la préparation 
académique","connaitre les épreuves du concours et la 
préparation proposée par l'académie","N-1","PCO","020","3"
"50182","21A0200001","Concours personnels de direction : Entraînement à l'épreuve orale","L","Y5","Deux simulations d'épreuve orale par candidat. 
Evaluation, conseils.","Permettre aux candidats admissibles d'être 
confrontés aux spécificités de l'épreuve orale.","Mar","PCO","020","2"
"50183","21A0200001","Concours personnels de direction : Formation individuelle sur m@gistère","N","Y5","Le système éducatif et le métier de chef 
d'établissement.","Préparer le concours à partir du parcours de 
formation sur M@gistere.","FLA","PCO","020","52"
"50184","21A0200001","Concours personnels de direction : Accompagnement individualisé","S","Y5","Aide à l'élaboration du dossier, correction des 
deux devoirs blancs et restitution (collective et 
individuelle), échanges et conseils 
méthodologiques, organisation de visites d'EPLE.","Accompagner les candidats dans une formation 
individualisée.","FLA","PCO","020","9"
"50185","21A0200002","Concours inspection : Introduction à la Formation","N","Y5","Présentation du concours et de la préparation 
académique.","Connaître les épreuves du concours et la 
préparation proposée par l'académie.","N-1","PCO","020","2"
"50186","21A0200002","Concours inspection : Préparation du dossier RAEP et de l'épreuve orale","S","Y5","Accompagnement à la rédaction du dossier de 
RAEP. Travail sur 
la posture du personnel d'encadrement et les 
spécificités du 
métier d'inspecteur. Thèmes étudiés : 
inspection et 
accompagnement des enseignants ; pilotage 
académique, 
impulsion des réformes et animation des équipes 
; évaluation 
des unités d'enseignement et des enseignements 
; pilotage 
partagé des EPLE et des réseaux.","Préparer les candidats aux épreuves des concours 
d'IA-IPR, d'IEN premier degré et d'IEN second 
degré.","FLA","PCO","020","39"
"50187","21A0200002","Concours inspection : Entraînement à l'épreuve orale","L","Y5","Une simulation d'épreuve orale, par candidat. 
Evaluation, conseils.","Permettre aux candidats admissibles d'être 
confrontés aux spécificités de l'épreuve orale.","Mar","PCO","020","1"
"50188","21A0200002","Concours inspection : Stage d'immersion dans le métier","L","Y5","Découverte du métier d'inspecteur, dans le 
quotidien de son activité professionnelle.","Appréhender le changement de posture et les 
compétences à développer.","FLA","PCO","020","12"
"50189","21A0200003","Agrégation d'allemand : Introduction à la Formation","L","A0","Réunion de présentation des épreuves AGRÉGATION 
D'ALLEMAND","Connaître les épreuves du concours et la 
préparation académique.","N-1","ALL","020","6"
"50190","21A0200004","Agrégation d'Anglais : Introduction à la Formation","L","A0","Réunion de présentation de l'épreuve: enjeux,     
exigences et modalités.","Connaitre les épreuves du concours et la 
préparation académique.","N-1","ANG","020","6"
"50191","21A0200004","Agrégation interne d'Anglais : préparation aux écrits","L","A0","Une réunion d'information aura lieu en juin 
2020. 
Les cours commenceront à la rentrée 2021. Ils 
seront regroupés le lundi.
La préparation à l'écrit se fera sur 14 
semaines, celle à l'oral  sur 6 lundis répartis 
entre début février et fin mars.  
Les séances de préparation à l'agrégation  sont 
organisées dans le cadre des cours du Master 
2ème année MEEF - Métiers de l'Enseignement, de 
l'Education et de la Formation. Les candidats 
qui le souhaitent pourront, en dehors du PAF, 
suivre l&#8217;intégralité de la formation et valider 
le master. 
Double inscription au PAF et à l'ESPE. Pas de 
prise en charge par le rectorat des frais 
d&#8217;inscription à l&#8217;université (en 2019/2020 : 
243€)  mais ces frais  peuvent être couverts par 
le CPF.","Responsables : Camille Fort (camille.fort@u-
picardie.fr) Soraya Bouanani 
(soraya.bouanani@ac-amiens.fr)
Préparer à l'Agrégation interne en anglais 
session 2021
Contenu :  
Préparation aux épreuves de l&#8217;écrit et de l&#8217;oral 
à l&#8217;Agrégation interne d&#8217;anglais : pour l&#8217;écrit, 
les trois œuvres littéraires au programme ainsi 
que les deux questions de civilisation, le thème 
et la version assortis d&#8217;un commentaire 
traductologique ; pour l&#8217;oral : thème oral, 
faits de langue, compréhension/restitution, 
cours et entretien. Accès à la bibliothèque de 
l&#8217;UPJV, avec la possibilité d&#8217;emprunt 
d&#8217;ouvrages. Possibilité de rendre des travaux ou 
de passer des épreuves blanches pour l&#8217;écrit.","FLA","ANG","020","120"
"50192","21A0200005","Agrégation d'arts plastiques : Introduction à la Formation","L","A0","Réunion de présentation et d'organisation","Connaître les épreuves du concours et la 
préparation académique.","N-1","APL","020","6"
"50193","21A0200005","Agrégation Interne d'Arts Plastiques","L","A0","La formation permet la validation de crédits du 
master, et donne accès en dehors du PAF à la 
validation complète du diplôme. 
Dans le cadre de la formation, les stagiaires 
pourront assister à l'intégralité des cours 
mutualisés du parcours Arts Plastiques du MEEF. 
Les stagiaires peuvent au cours de la formation 
valider la certification C2I2e (Certificat 
Informatique et Internet niveau 2 - enseignant) 
Organisation et calendrier: 
Une première journée aura lieu durant le mois de 
juin 2020. Les cours débuteront à la rentrée 
2020. 
Les cours auront lieu le mardi toute la journée. 
Il y aura en tout 20 semaines de préparation.","Responsables :  Aimeric Audegond 
(aimeric.audegond@u-picardie.fr)  et   Philippe 
Zinetti (philippe.zinetti@ac-amiens.fr ) 
Préparer le concours de l'Agrégation interne 
d&#8217;Arts Plastiques session 2021.  
Contenu 
Préparation aux quatre épreuves de l'agrégation 
d'arts plastiques : épreuve écrite de culture 
artistique, épreuve écrite de pédagogie des arts 
plastiques, épreuve professionnelle orale et 
épreuve de  pratique et création plastique . La 
formation comprend des cours théoriques sur les 
programmes limitatifs, des dissertations 
d'entraînement à l'épreuve d'admissibilité, des 
entraînements à l'épreuve pratique, ainsi qu'une 
préparation aux oraux d'admission.","FLA","APL","020","120"
"50194","21A0200006","Agrégation d'éducation musicale : Introduction à la Formation","L","A0","Préparer les candidats à l'agrégation interne","Préparer les candidats à l'agrégation interne","N-1","EDM","020","6"
"50195","21A0200006","Agrégation Interne en Education Musicale","L","A0","Contenu :
Contextualisation et analyse d'œuvres musicales visant à développer les connaissances musicales en rapport avec l'histoire des autres arts, des idées et des civilisations. Proposition de démarches pédagogiques associées. Comment construire et problématiser un commentaire d'œuvre. Écriture pour une formation donnée à partir d'une ligne mélodique d'environ trente mesures. Appropriation d'outils et de compétences d'écriture, d'harmonie et d'arrangement dans « le style classique ». Approfondissement et développement de ses compétences pour l'épreuve de CMA en lien avec la question au programme, les champs de questionnement, les perspectives de travail et les problématiques qui structurent l'enseignement de la musique au lycée (optionnel et spécialité). Traitements de problématiques à partir des sujets proposés. Mise en situation dans les conditions du concours.","Responsables : Anne-Isabelle RAMANANTSITOHAINA (ai.ramanantsitohaina@ac-amiens.fr)
Objectif : Préparer le concours de l'Agrégation interne d&#8217;Education musicale session 2021.
Gérer les épreuves d'admissibilité de l'agrégation interne de musique : commentaire, arrangement, culture musicale et artistique. Approfondir la culture artistique et développer les compétences techniques, musicales, culturelles et méthodologiques concernant le commentaire d'œuvres musicales, l'épreuve d'arrangement et l'épreuve de culture musicale et artistique.","FLA","EDM","020","48"
"50196","21A0200007","Agrégation d'EPS :  Introduction à la Formation","L","A0","Connaître les épreuves du concours et la 
préparation académique.","Préparation à l'agrégation interne.","N-1","EPS","020","6"
"50197","21A0200007","Agrégation interne en EPS","S","A0","Organisation et calendrier: 
Les enseignements se dérouleront sur plusieurs 
sites dans les trois départements le jeudi sur 
les plages horaires de   9 h 00 &#8211; 12 h 00 et de 
14 h 00 &#8211; 17 h 00 durant  20 semaines.   

Les séances de préparation à l'agrégation sont 
organisées dans le cadre des cours du master 2e 
année MEEF-Métiers de l'Enseignement, de 
l'Education et de la Formation.
Les candidats qui le souhaitent pourront, en 
plus des 20 journées de formation au PAF,  
suivre l&#8217;intégralité de la formation et valider 
le master. 
Double inscription au PAF et à l'INSPE. Les 
frais d'inscriptions sont pris en charge par le 
candidat (243€) et peuvent être couverts par le 
CPF","Responsable de la préparation :  Laurie 
KAZARINE (laurie.kazarine@ac-amiens.fr), 
Sébastien COURTOIS (sebastien.courtois@u-
picardie.fr)

Objectif: Préparer le concours de l'Agrégation 
interne d'EPS session 2021
 Contenu:  
Il s'agit d&#8217;une préparation aux épreuves 
écrites et orales du concours de l&#8217;agrégation 
interne d'EPS.
Les matières enseignées préparent aux épreuves 
écrites d'admissibilité : 
Préparation à la dissertation ou un commentaire  
historique  (écrit 1), 
Préparation à la composition fondée sur des 
connaissances scientifiques, institutionnelles, 
techniques et empiriques (écrit 2)
&#8226;Les matières enseignées préparent aux épreuves 
orales d'admission : 
Préparation aux oraux professionnels 
Préparation aux oraux de spécialité Les 
contenus seront précisés ultérieurement par le 
programme de l'agrégation interne 2021.","FLA","EPS","020","120"
"50198","21A0200007","Agrégation interne en EPS : l'Oral","S","A0","Organisation et calendrier: 
 Les enseignements se dérouleront sur plusieurs 
sites dans les trois départements le jeudi sur 
les plages horaires de   9 h 00 &#8211; 12 h 00 et de 
14 h 00 &#8211; 17 h 00 durant  20 semaines.   

Les séances de préparation à l'agrégation sont 
organisées dans le cadre des cours du master 2e 
année MEEF-Métiers de l'Enseignement, de 
l'Education et de la Formation.
Les candidats qui le souhaitent pourront, en 
plus des 20 journées de formation au PAF,  
suivre l&#8217;intégralité de la formation et valider 
le master. 
Double inscription au PAF et à l'INSPE. Les 
frais d'inscriptions sont pris en charge par le 
candidat (243€) et peuvent être couverts par le 
CPF","Responsable de la préparation :  Laurie 
KAZARINE (laurie.kazarine@ac-amiens.fr), 
Sébastien COURTOIS (sebastien.courtois@u-
picardie.fr)

Objectif: Préparer le concours de l'Agrégation 
interne d'EPS session 2021
 Contenu:  
Il s&#8217;agit d&#8217;une préparation aux épreuves 
écrites et orales du concours de l&#8217;agrégation 
interne d'EPS.
Les matières enseignées préparent aux épreuves 
écrites d'admissibilité : 
Préparation à la dissertation ou un commentaire  
historique  (écrit 1), 
Préparation à la composition fondée sur des 
connaissances scientifiques, institutionnelles, 
techniques et empiriques (écrit 2)
&#8226;Les matières enseignées préparent aux épreuves 
orales d'admission : 
Préparation aux oraux professionnels 
Préparation aux oraux de spécialité Les 
contenus seront précisés ultérieurement par le 
programme de l'agrégation interne 2021.","Mai","EPS","020","6"
"50199","21A0200008","Agrégation d'économie gestion :  Introduction à la Formation","L","A0","Présenter la préparation","Présenter la préparation","N-1","EGG","020","6"
"50200","21A0200008","Agrégation en Economie - Gestion","L","A0","Organisation et calendrier: Réunion d'accueil en juin 2020. La rentrée aura lieu au début du mois de septembre 2019. Les cours auront lieu le mercredi à la Citadelle, le matin de 9h à 12h et l'après-midi de 14h à 17h (20 semaines de formation : 13 semaines de septembre à décembre 2019, et 7 semaines de février à mars 2020). Les séances de préparation à l'agrégation sont organisées dans le cadre des cours du Master 2ème année MEEF (Métiers de l'Enseignement, de l'Éducation et de la Formation).Les candidats qui le souhaitent pourront, en plus des 20 journées de formation au PAF,  suivre l'intégralité de la formation et valider le master. Double inscription au PAF et à l'ESPE. Les frais d'inscriptions sont pris en charge par le candidat (250) et peuvent être couverts par le CPF","Responsables : Eric VASSEUR (eric.vasseur@u-picardie.fr), François GROSSEMY (francois.grossemy@u-picardie.fr)
Objectif: Préparer le concours de l'Agrégation interne Economie-gestion session 2021. 
Il s'agit d&#8217;une préparation aux épreuves écrites et orales du concours de l&#8217;agrégation interne d'Économie et de Gestion Option B et C. 
Les enseignements se dérouleront à l&#8217;INSPE le mercredi  sur les plages horaires de  
9 h 30 &#8211; 12 h 30 et de 13 h 30 &#8211; 16 h 30 durant  19 semaines ( 114 h pour les stagiaires)
Les matières enseignées préparent aux épreuves écrites d'admissibilité : 
Préparation à la dissertation de management, 
Préparation à la composition à partir d'un dossier option B ou C, 
Les matières enseignées préparent aux épreuves orales d'admission : 
Préparation à l'exposé à partir d'un dossier documentaire en droit ou en économie 
Préparation à l&#8217;étude de cas pratique option B ou C","FLA","EGG","020","120"
"50201","21A0200009","Agrégation d'espagnol : Introduction à la Formation","L","A0","Préparer le concours de l'Agrégation interne 
d'espagnol -session 2022.","Connaitre les épreuves du concours et la 
préparation académique.","N-1","ESP","020","6"
